Value Set Name,Code System,Logical Definition,Code,Code Description
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.319,Malignant neoplasm of lower-inner quadrant of unspecified female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.321,Malignant neoplasm of lower-inner quadrant of right male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.322,Malignant neoplasm of lower-inner quadrant of left male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.329,Malignant neoplasm of lower-inner quadrant of unspecified male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.421,Malignant neoplasm of upper-outer quadrant of right male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.422,Malignant neoplasm of upper-outer quadrant of left male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.429,Malignant neoplasm of upper-outer quadrant of unspecified male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.511,Malignant neoplasm of lower-outer quadrant of right female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.512,Malignant neoplasm of lower-outer quadrant of left female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.521,Malignant neoplasm of lower-outer quadrant of right male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.522,Malignant neoplasm of lower-outer quadrant of left male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.529,Malignant neoplasm of lower-outer quadrant of unspecified male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.611,Malignant neoplasm of axillary tail of right female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.612,Malignant neoplasm of axillary tail of left female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.619,Malignant neoplasm of axillary tail of unspecified female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.621,Malignant neoplasm of axillary tail of right male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.622,Malignant neoplasm of axillary tail of left male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.629,Malignant neoplasm of axillary tail of unspecified male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.811,Malignant neoplasm of overlapping sites of right female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.812,Malignant neoplasm of overlapping sites of left female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.819,Malignant neoplasm of overlapping sites of unspecified female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.821,Malignant neoplasm of overlapping sites of right male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.822,Malignant neoplasm of overlapping sites of left male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.829,Malignant neoplasm of overlapping sites of unspecified male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.911,Malignant neoplasm of unspecified site of right female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.912,Malignant neoplasm of unspecified site of left female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.919,Malignant neoplasm of unspecified site of unspecified female breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.921,Malignant neoplasm of unspecified site of right male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.922,Malignant neoplasm of unspecified site of left male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C50.929,Malignant neoplasm of unspecified site of unspecified male breast
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C51.0,Malignant neoplasm of labium majus
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C51.1,Malignant neoplasm of labium minus
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C51.2,Malignant neoplasm of clitoris
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C51.8,Malignant neoplasm of other specified female genital organs
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C51.9,"Malignant neoplasm of vulva, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C52,MALIGNANT NEOPLASM OF VAGINA
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C53.0,Malignant neoplasm of endocervix
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C53.1,Malignant neoplasm of exocervix
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C53.8,Malignant neoplasm of overlapping sites of cervix uteri
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C53.9,"Malignant neoplasm of cervix uteri, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C54.0,Malignant neoplasm of isthmus uteri
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C54.1,Malignant neoplasm of endometrium
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C54.2,Malignant neoplasm of myometrium
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C54.3,Malignant neoplasm of fundus uteri
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C54.8,Malignant neoplasm of overlapping sites of corpus uteri
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C54.9,"Malignant neoplasm of corpus uteri, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C55,"MALIGNANT NEOPLASM OF UTERUS, PART UNSPECIFIED"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C56.1,Malignant neoplasm of right ovary
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C56.2,Malignant neoplasm of left ovary
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C56.9,Malignant neoplasm of unspecified ovary
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.00,Malignant neoplasm of unspecified fallopian tube
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.01,Malignant neoplasm of right fallopian tube
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.02,Malignant neoplasm of left fallopian tube
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.10,Malignant neoplasm of unspecified broad ligament
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.11,Malignant neoplasm of right broad ligament
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.12,Malignant neoplasm of left broad ligament
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.20,Malignant neoplasm of unspecified round ligament
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.21,Malignant neoplasm of right round ligament
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.22,Malignant neoplasm of left round ligament
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.3,Malignant neoplasm of parametrium
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.4,"Malignant neoplasm of uterine adnexa, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.7,Malignant neoplasm of overlapping sites of vulva
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.8,Malignant neoplasm of overlapping sites of female genital organs
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C57.9,"Malignant neoplasm of female genital organ, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C58,MALIGNANT NEOPLASM OF PLACENTA
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C60.0,Malignant neoplasm of prepuce
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C60.1,Malignant neoplasm of glans penis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C60.2,Malignant neoplasm of body of penis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C60.8,Malignant neoplasm of overlapping sites of penis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C60.9,"Malignant neoplasm of penis, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C61,MALIGNANT NEOPLASM OF PROSTATE
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.00,Malignant neoplasm of unspecified undescended testis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.01,Malignant neoplasm of undescended right testis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.02,Malignant neoplasm of undescended left testis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.10,Malignant neoplasm of unspecified descended testis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.11,Malignant neoplasm of descended right testis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.12,Malignant neoplasm of descended left testis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.90,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.91,"Malignant neoplasm of right testis, unspecified whether descended or undescended"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C62.92,"Malignant neoplasm of left testis, unspecified whether descended or undescended"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.00,Malignant neoplasm of unspecified epididymis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.01,Malignant neoplasm of right epididymis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.02,Malignant neoplasm of left epididymis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.10,Malignant neoplasm of unspecified spermatic cord
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.11,Malignant neoplasm of right spermatic cord
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.12,Malignant neoplasm of left spermatic cord
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.2,Malignant neoplasm of scrotum
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.7,Malignant neoplasm of other specified male genital organs
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.8,Malignant neoplasm of overlapping sites of male genital organs
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C63.9,"Malignant neoplasm of male genital organ, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C64.1,"Malignant neoplasm of right kidney, except renal pelvis"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C64.2,"Malignant neoplasm of left kidney, except renal pelvis"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C65.1,Malignant neoplasm of right renal pelvis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C65.2,Malignant neoplasm of left renal pelvis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C65.9,Malignant neoplasm of unspecified renal pelvis
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C66.1,Malignant neoplasm of right ureter
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C66.2,Malignant neoplasm of left ureter
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C66.9,Malignant neoplasm of unspecified ureter
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.0,Malignant neoplasm of trigone of bladder
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.1,Malignant neoplasm of dome of bladder
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.2,Malignant neoplasm of lateral wall of bladder
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.3,Malignant neoplasm of anterior wall of bladder
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.4,Malignant neoplasm of posterior wall of bladder
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.5,Malignant neoplasm of bladder neck
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.6,Malignant neoplasm of ureteric orifice
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.7,Malignant neoplasm of urachus
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.8,Malignant neoplasm of overlapping sites of bladder
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C67.9,"Malignant neoplasm of bladder, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C68.0,Malignant neoplasm of urethra
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C68.1,Malignant neoplasm of paraurethral glands
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C68.8,Malignant neoplasm of overlapping sites of urinary organs
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C68.9,"Malignant neoplasm of urinary organ, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.00,Malignant neoplasm of unspecified conjunctiva
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.01,Malignant neoplasm of right conjunctiva
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.02,Malignant neoplasm of left conjunctiva
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.10,Malignant neoplasm of unspecified cornea
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.11,Malignant neoplasm of right cornea
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.12,Malignant neoplasm of left cornea
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.20,Malignant neoplasm of unspecified retina
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.21,Malignant neoplasm of right retina
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.22,Malignant neoplasm of left retina
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.30,Malignant neoplasm of unspecified choroid
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.31,Malignant neoplasm of right choroid
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.32,Malignant neoplasm of left choroid
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.40,Malignant neoplasm of unspecified ciliary body
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.41,Malignant neoplasm of right ciliary body
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.42,Malignant neoplasm of left ciliary body
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.50,Malignant neoplasm of unspecified lacrimal gland and duct
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.51,Malignant neoplasm of right lacrimal gland and duct
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.52,Malignant neoplasm of left lacrimal gland and duct
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.60,Malignant neoplasm of unspecified orbit
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.61,Malignant neoplasm of right orbit
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.62,Malignant neoplasm of left orbit
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.80,Malignant neoplasm of overlapping sites of unspecified eye and adnexa
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.81,Malignant neoplasm of overlapping sites of right eye and adnexa
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.82,Malignant neoplasm of overlapping sites of left eye and adnexa
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.90,Malignant neoplasm of unspecified site of unspecified eye
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.91,Malignant neoplasm of unspecified site of right eye
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C69.92,Malignant neoplasm of unspecified site of left eye
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C70.0,Malignant neoplasm of cerebral meninges
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C70.1,Malignant neoplasm of spinal meninges
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C70.9,"Malignant neoplasm of meninges, unspecified"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.0,"Malignant neoplasm of cerebrum, except lobes and ventricles"
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.1,Malignant neoplasm of frontal lobe
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.2,Malignant neoplasm of temporal lobe
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.3,Malignant neoplasm of parietal lobe
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.4,Malignant neoplasm of occipital lobe
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.5,Malignant neoplasm of cerebral ventricle
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.6,Malignant neoplasm of cerebellum
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.7,Malignant neoplasm of brain stem
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.8,Malignant neoplasm of overlapping sites of brain
Primary Malignant Neoplasm Disorder Value Set,ICD-10 CM,,C71.9,"Malignant neoplasm of brain, unspecified"
